x,y,z
13,76,0.0707725
13,77,-0.00922783
13,78,-0.087519
13,79,-0.169526
13,80,-0.214284
13,81,-0.223134
13,82,-0.229308
13,83,-0.188654
13,84,-0.175046
13,85,-0.182476
13,86,-0.133228
13,87,-0.0634422
13,88,-0.0467494
13,89,0.0030294
13,90,-0.0140107
13,91,-0.0183268
13,92,0.0123777
13,93,0.00959357
13,94,-0.0130812
13,95,0.0288888
13,96,0.0839646
13,97,0.0668867
13,98,0.0476691
13,99,0.0396594
14,0,-0.0815765
14,1,-0.0985248
14,2,-0.163235
14,3,-0.195577
14,4,-0.236175
14,5,-0.304509
14,6,-0.265158
14,7,-0.245627
14,8,-0.250971
14,9,-0.271228
14,10,-0.257405
14,11,-0.285826
14,12,-0.30524
14,13,-0.302661
14,14,-0.334675
14,15,-0.329112
14,16,-0.351794
14,17,-0.358922
14,18,-0.36499
14,19,-0.318766
14,20,-0.296006
14,21,-0.321799
14,22,-0.380468
14,23,-0.370771
14,24,-0.388384
14,25,-0.392398
14,26,-0.373344
14,27,-0.306684
14,28,-0.273207
14,29,-0.197762
14,30,-0.151033
14,31,-0.161275
14,32,-0.148445
14,33,-0.126809
14,34,-0.120097
14,35,-0.0846013
14,36,-0.0860635
14,37,-0.115178
14,38,-0.134632
14,39,-0.16633
14,40,-0.177483
14,41,-0.220532
14,42,-0.201607
14,43,-0.168027
14,44,-0.13885
14,45,-0.143397
14,46,-0.145315
14,47,-0.102931
14,48,-0.0586973
14,49,0.0068973
14,50,0.0745844
14,51,0.0388765
14,52,0.0325456
14,53,-0.00362198
14,54,-0.016356
14,55,-0.00310445
14,56,0.0438623
14,57,0.0497692
14,58,-0.000949578
14,59,-0.0601447
14,60,-0.068802
14,61,-0.0248255
14,62,0.0361375
14,63,0.0507195
14,64,0.0494897
14,65,0.0334618
14,66,0.00130389
14,67,0.0348255
14,68,0.106886
14,69,0.10621
14,70,0.131708
14,71,0.177763
14,72,0.181172
14,73,0.128048
14,74,0.138286
14,75,0.122649
14,76,0.0426461
14,77,-0.0293437
14,78,-0.106603
14,79,-0.174516
14,80,-0.195232
14,81,-0.195343
14,82,-0.172904
14,83,-0.153029
14,84,-0.148287
14,85,-0.126821
14,86,-0.0751554
14,87,-0.043586
14,88,-0.0365882
14,89,-0.0339796
14,90,-0.0499438
14,91,-0.0833258
14,92,-0.0980022
14,93,-0.0431251
14,94,-0.0276277
14,95,0.0332622
14,96,0.0679284
14,97,0.0471961
14,98,0.0446682
14,99,0.0460155
15,0,-0.151551
15,1,-0.147592
15,2,-0.146785
15,3,-0.171059
15,4,-0.245285
15,5,-0.288262
15,6,-0.226629
15,7,-0.207497
15,8,-0.233113
15,9,-0.263494
15,10,-0.26496
15,11,-0.269401
15,12,-0.318075
15,13,-0.315283
15,14,-0.352858
15,15,-0.379619
15,16,-0.381643
15,17,-0.405752
15,18,-0.385444
15,19,-0.332248
15,20,-0.279808
15,21,-0.329458
15,22,-0.381236
15,23,-0.408256
15,24,-0.424846
15,25,-0.423375
15,26,-0.379534
15,27,-0.311937
15,28,-0.237547
15,29,-0.187665
15,30,-0.177813
15,31,-0.155967
15,32,-0.122088
15,33,-0.0846152
15,34,-0.108526
15,35,-0.0875024
15,36,-0.142065
15,37,-0.16223
15,38,-0.184607
15,39,-0.208019
15,40,-0.259683
15,41,-0.265039
15,42,-0.20004
15,43,-0.126676
15,44,-0.110533
15,45,-0.167751
15,46,-0.127586
15,47,-0.0605133
15,48,-1.2196e-05
15,49,0.0367314
15,50,0.0455024
15,51,0.0262318
15,52,0.0244636
15,53,-0.00755334
15,54,0.0183693
15,55,0.0591204
15,56,0.0657302
15,57,0.0558654
15,58,-0.00666517
15,59,-0.0561439
15,60,-0.0832237
15,61,-0.0393961
15,62,0.0280107
15,63,0.0740437
15,64,0.0939162
15,65,0.0864808
15,66,0.0606662
15,67,0.0828438
15,68,0.152466
15,69,0.147889
15,70,0.165874
15,71,0.212828
15,72,0.190478
15,73,0.152541
15,74,0.126645
15,75,0.0993605
15,76,0.0216536
15,77,-0.074363
15,78,-0.102056
15,79,-0.145502
15,80,-0.144998
15,81,-0.169617
15,82,-0.164837
15,83,-0.147226
15,84,-0.120724
15,85,-0.106924
15,86,-0.0446682
15,87,-0.0299981
15,88,-0.0511514
15,89,-0.044855
15,90,-0.067869
15,91,-0.109498
15,92,-0.115035
15,93,-0.0815385
15,94,-0.0598567
15,95,0.0217932
15,96,0.0675617
15,97,0.0498611
15,98,0.0720154
15,99,0.0504933
16,0,-0.14346
16,1,-0.129898
16,2,-0.119382
16,3,-0.175868
16,4,-0.244174
16,5,-0.289929
16,6,-0.231796
16,7,-0.222273
16,8,-0.240659
16,9,-0.248338
16,10,-0.246597
16,11,-0.261477
16,12,-0.308301
16,13,-0.332338
16,14,-0.373616
16,15,-0.340296
16,16,-0.338074
16,17,-0.333998
16,18,-0.321646
16,19,-0.314679
16,20,-0.32681
16,21,-0.375663
16,22,-0.411274
16,23,-0.397422
16,24,-0.365553
16,25,-0.369998
16,26,-0.376271
16,27,-0.300531
16,28,-0.228811
16,29,-0.189738
16,30,-0.213643
16,31,-0.195408
16,32,-0.137955
16,33,-0.139115
16,34,-0.134252
16,35,-0.0957814
16,36,-0.119367
16,37,-0.141958
16,38,-0.216504
16,39,-0.257774
16,40,-0.254107
16,41,-0.221956
16,42,-0.177495
16,43,-0.154519
16,44,-0.142539
16,45,-0.159371
16,46,-0.147225
16,47,-0.0442955
16,48,0.021504
16,49,0.0254576
16,50,0.0114268
16,51,0.00602151
16,52,0.0028045
16,53,0.0100827
16,54,0.0200991
16,55,0.0940141
16,56,0.0623626
16,57,0.00656137
16,58,-0.025675
16,59,-0.0849027
16,60,-0.0991876
16,61,-0.0744399
16,62,0.0103011
16,63,0.0559746
16,64,0.114126
16,65,0.119979
16,66,0.117847
16,67,0.123169
16,68,0.148623
16,69,0.15442
16,70,0.216
16,71,0.234136
16,72,0.216571
16,73,0.192669
16,74,0.152194
16,75,0.0955693
16,76,-0.0112325
16,77,-0.0728393
16,78,-0.109942
16,79,-0.127468
16,80,-0.162376
16,81,-0.174538
16,82,-0.187281
16,83,-0.153525
16,84,-0.101045
16,85,-0.0642792
16,86,-0.036166
16,87,-0.0216783
16,88,-0.0479297
16,89,-0.0566993
16,90,-0.0617886
16,91,-0.104528
16,92,-0.110157
16,93,-0.108026
16,94,-0.0535851
16,95,0.00647301
16,96,0.0605695
16,97,0.0804974
16,98,0.0809332
16,99,0.0791203
17,0,-0.0897155
17,1,-0.0915522
17,2,-0.105428
17,3,-0.153014
17,4,-0.213053
17,5,-0.290026
17,6,-0.280052
17,7,-0.237666
17,8,-0.262349
17,9,-0.288135
17,10,-0.258941
17,11,-0.299363
17,12,-0.329429
17,13,-0.340594
17,14,-0.375502
17,15,-0.369058
17,16,-0.325397
17,17,-0.301857
17,18,-0.306484
17,19,-0.321792
17,20,-0.360628
17,21,-0.386154
17,22,-0.372967
17,23,-0.379459
17,24,-0.348742
17,25,-0.342197
17,26,-0.338585
17,27,-0.267271
17,28,-0.222468
17,29,-0.194943
17,30,-0.209327
17,31,-0.185906
17,32,-0.150014
17,33,-0.141013
17,34,-0.142627
17,35,-0.115395
17,36,-0.148396
17,37,-0.180179
17,38,-0.210752
17,39,-0.264434
17,40,-0.256238
17,41,-0.236952
17,42,-0.196367
17,43,-0.176587
17,44,-0.187831
17,45,-0.169867
17,46,-0.164141
17,47,-0.089266
17,48,-0.00871437
17,49,-0.00381032
17,50,-0.0207493
17,51,-0.0224734
17,52,-0.0346849
17,53,0.0191021
17,54,0.0310194
17,55,0.0641684
17,56,0.0464997
17,57,-0.0120494
17,58,-0.0367285
17,59,-0.0588404
17,60,-0.0748162
17,61,-0.060051
17,62,-0.00304242
17,63,0.0408513
17,64,0.140476
17,65,0.188597
17,66,0.171458
17,67,0.168822
17,68,0.18878
17,69,0.1867
17,70,0.214441
17,71,0.218124
17,72,0.191256
17,73,0.145115
17,74,0.114379
17,75,0.060722
17,76,-0.00884431
17,77,-0.0686442
17,78,-0.143329
17,79,-0.172785
17,80,-0.190759
17,81,-0.191303
17,82,-0.186584
17,83,-0.16348
17,84,-0.136113
17,85,-0.105783
17,86,-0.0990428
17,87,-0.0894936
17,88,-0.101931
17,89,-0.0927054
17,90,-0.120242
17,91,-0.120326
17,92,-0.150995
17,93,-0.129493
17,94,-0.0849831
17,95,-0.0232432
17,96,0.0604902
17,97,0.0945128
17,98,0.105723
17,99,0.111973
18,0,-0.0530043
18,1,-0.0764247
18,2,-0.100993
18,3,-0.134626
18,4,-0.198471
18,5,-0.281037
18,6,-0.286739
18,7,-0.262659
18,8,-0.290751
18,9,-0.301281
18,10,-0.321189
18,11,-0.347458
18,12,-0.372969
18,13,-0.369721
18,14,-0.388866
18,15,-0.385718
18,16,-0.332921
18,17,-0.273486
18,18,-0.302497
18,19,-0.322787
18,20,-0.362993
18,21,-0.38729
18,22,-0.369664
18,23,-0.373645
18,24,-0.347537
18,25,-0.335191
18,26,-0.315903
18,27,-0.273706
18,28,-0.243077
18,29,-0.199766
18,30,-0.24274
18,31,-0.239993
18,32,-0.187286
18,33,-0.173953
18,34,-0.19131
18,35,-0.160058
18,36,-0.171989
18,37,-0.204655
18,38,-0.221135
18,39,-0.272488
18,40,-0.311301
18,41,-0.285187
18,42,-0.244614
18,43,-0.211467
18,44,-0.223724
18,45,-0.208266
18,46,-0.184943
18,47,-0.129523
18,48,-0.0973654
18,49,-0.0655525
18,50,-0.0600351
18,51,-0.0648443
18,52,-0.0347532
18,53,-0.0120569
18,54,0.0174959
18,55,0.05892
18,56,0.0308082
18,57,0.0359684
18,58,-0.00131377
18,59,0.00870223
18,60,0.0044341
18,61,0.0187371
18,62,0.0492656
18,63,0.118599
18,64,0.167968
18,65,0.225118
18,66,0.223637
18,67,0.234245
18,68,0.221389
18,69,0.203682
18,70,0.2188
18,71,0.198607
18,72,0.177831
18,73,0.135201
18,74,0.0792693
18,75,0.0633009
18,76,-0.0204905
18,77,-0.060528
18,78,-0.139984
18,79,-0.203415
18,80,-0.254821
18,81,-0.213394
18,82,-0.186304
18,83,-0.192752
18,84,-0.159753
18,85,-0.138342
18,86,-0.118856
18,87,-0.0961309
18,88,-0.105972
18,89,-0.125998
18,90,-0.190336
18,91,-0.180569
18,92,-0.197262
18,93,-0.15773
18,94,-0.0713743
18,95,-0.0210677
18,96,0.0507955
18,97,0.109475
18,98,0.146949
18,99,0.13994
19,0,-0.0878109
19,1,-0.113791
19,2,-0.106777
19,3,-0.14038
19,4,-0.197767
19,5,-0.252342
19,6,-0.289889
19,7,-0.298674
19,8,-0.348161
19,9,-0.337324
19,10,-0.38184
19,11,-0.359242
19,12,-0.379943
19,13,-0.353072
19,14,-0.367036
19,15,-0.377798
19,16,-0.345835
19,17,-0.267292
19,18,-0.281377
19,19,-0.327633
19,20,-0.373624
19,21,-0.375052
19,22,-0.342884
19,23,-0.349897
19,24,-0.346958
19,25,-0.338163
19,26,-0.322222
19,27,-0.250989
19,28,-0.235135
19,29,-0.19944
19,30,-0.232522
19,31,-0.255542
19,32,-0.236157
19,33,-0.18563
19,34,-0.196396
19,35,-0.171635
19,36,-0.177872
19,37,-0.202627
19,38,-0.236619
19,39,-0.257908
19,40,-0.269031
19,41,-0.290162
19,42,-0.262389
19,43,-0.243516
19,44,-0.259227
19,45,-0.243155
19,46,-0.234357
19,47,-0.18258
19,48,-0.13298
19,49,-0.113772
19,50,-0.0844565
19,51,-0.0680855
19,52,-0.0303338
19,53,0.00701905
19,54,0.0692171
19,55,0.0719244
19,56,0.0881894
19,57,0.100341
19,58,0.0994976
19,59,0.0771254
19,60,0.0865365
19,61,0.11055
19,62,0.136127
19,63,0.193461
19,64,0.230552
19,65,0.249904
19,66,0.233464
19,67,0.239211
19,68,0.248977
19,69,0.23766
19,70,0.227779
19,71,0.218499
19,72,0.179447
19,73,0.155923
19,74,0.0995264
19,75,0.0411353
19,76,-0.0294363
19,77,-0.0935773
19,78,-0.178153
19,79,-0.237776
19,80,-0.240368
19,81,-0.190928
19,82,-0.206037
19,83,-0.194755
19,84,-0.175284
19,85,-0.147858
19,86,-0.147859
19,87,-0.146392
19,88,-0.147945
19,89,-0.181236
19,90,-0.235685
19,91,-0.215538
19,92,-0.189564
19,93,-0.157334
19,94,-0.110251
19,95,-0.0425035
19,96,0.0397701
19,97,0.127142
19,98,0.15499
19,99,0.16554
20,0,-0.108208
20,1,-0.118824
20,2,-0.119171
20,3,-0.132258
20,4,-0.15679
20,5,-0.183419
20,6,-0.286637
20,7,-0.338898
20,8,-0.340971
20,9,-0.384486
20,10,-0.377992
20,11,-0.359056
20,12,-0.364069
20,13,-0.358346
20,14,-0.338163
20,15,-0.362555
20,16,-0.333282
20,17,-0.290571
20,18,-0.320634
20,19,-0.357956
20,20,-0.399232
20,21,-0.342641
20,22,-0.351842
20,23,-0.37112
20,24,-0.378903
20,25,-0.35787
20,26,-0.317406
20,27,-0.283033
20,28,-0.259944
20,29,-0.255126
20,30,-0.251421
20,31,-0.262611
20,32,-0.236309
20,33,-0.206774
20,34,-0.195594
20,35,-0.177864
20,36,-0.165178
20,37,-0.184519
20,38,-0.171665
20,39,-0.22818
20,40,-0.272057
20,41,-0.275062
20,42,-0.272854
20,43,-0.239475
20,44,-0.269989
20,45,-0.287996
20,46,-0.259665
20,47,-0.213398
20,48,-0.147682
20,49,-0.12342
20,50,-0.15099
20,51,-0.0837089
20,52,-0.0232396
20,53,0.0347084
20,54,0.127141
20,55,0.142872
20,56,0.138767
20,57,0.142269
20,58,0.137592
20,59,0.126631
20,60,0.11233
20,61,0.15476
20,62,0.221596
20,63,0.240413
20,64,0.254644
20,65,0.237388
20,66,0.260128
20,67,0.25324
20,68,0.264218
20,69,0.255979
20,70,0.247087
20,71,0.218404
20,72,0.178212
20,73,0.145388
20,74,0.0918146
20,75,0.00635035
20,76,-0.0339018
20,77,-0.0883802
20,78,-0.167797
20,79,-0.195221
20,80,-0.182237
20,81,-0.184632
20,82,-0.210338
20,83,-0.238811
20,84,-0.220417
20,85,-0.172574
20,86,-0.165333
20,87,-0.185099
20,88,-0.211263
20,89,-0.253798
20,90,-0.262437
20,91,-0.203649
20,92,-0.155333
20,93,-0.136095
20,94,-0.132781
20,95,-0.0950546
20,96,0.00432723
20,97,0.101305
20,98,0.133719
20,99,0.152231
21,0,-0.103389
21,1,-0.114863
21,2,-0.115354
21,3,-0.142761
21,4,-0.184717
21,5,-0.245489
21,6,-0.280861
21,7,-0.326944
21,8,-0.369331
21,9,-0.379729
21,10,-0.356624
21,11,-0.383232
21,12,-0.386994
21,13,-0.373908
21,14,-0.345999
21,15,-0.316569
21,16,-0.349242
21,17,-0.31997
21,18,-0.319191
21,19,-0.340876
21,20,-0.370558
21,21,-0.338264
21,22,-0.359771
21,23,-0.410129
21,24,-0.396639
21,25,-0.367658
21,26,-0.33903
21,27,-0.287214
21,28,-0.291616
21,29,-0.288602
21,30,-0.276459
21,31,-0.248611
21,32,-0.212894
21,33,-0.1968
21,34,-0.189235
21,35,-0.163607
21,36,-0.134268
21,37,-0.153842
21,38,-0.155573
21,39,-0.240504
21,40,-0.241043
21,41,-0.232165
21,42,-0.268563
21,43,-0.24135
21,44,-0.275898
21,45,-0.268288
21,46,-0.275403
21,47,-0.227019
21,48,-0.148525
21,49,-0.117929
21,50,-0.100434
21,51,-0.0924764
21,52,-0.0552733
21,53,0.0241718
21,54,0.127174
21,55,0.159135
21,56,0.10942
21,57,0.0935253
21,58,0.0865913
21,59,0.0751018
21,60,0.0819556
21,61,0.151955
21,62,0.194526
21,63,0.179962
21,64,0.191122
21,65,0.171835
21,66,0.218956
21,67,0.228792
21,68,0.248024
21,69,0.25
21,70,0.257561
21,71,0.241742
21,72,0.180651
21,73,0.139431
21,74,0.0611815
21,75,-0.0191613
21,76,-0.0327771
21,77,-0.0724113
21,78,-0.109768
21,79,-0.149734
21,80,-0.163087
21,81,-0.155797
21,82,-0.188804
21,83,-0.222913
21,84,-0.221171
21,85,-0.170871
21,86,-0.148098
21,87,-0.19624
21,88,-0.247313
21,89,-0.262394
21,90,-0.225822
21,91,-0.192027
21,92,-0.168577
21,93,-0.16974
21,94,-0.135563
21,95,-0.0453611
21,96,0.00543824
21,97,0.0823432
21,98,0.154294
21,99,0.170944
22,0,-0.0777975
22,1,-0.0854805
22,2,-0.0933478
22,3,-0.129534
22,4,-0.193073
22,5,-0.256869
22,6,-0.279275
22,7,-0.337384
22,8,-0.372312
22,9,-0.397109
22,10,-0.389509
22,11,-0.408014
22,12,-0.395445
22,13,-0.368519
22,14,-0.350345
22,15,-0.311274
22,16,-0.318909
22,17,-0.317409
22,18,-0.270263
22,19,-0.296017
22,20,-0.319849
22,21,-0.304276
22,22,-0.372431
22,23,-0.438053
22,24,-0.414489
22,25,-0.375655
22,26,-0.349916
22,27,-0.311724
22,28,-0.306754
22,29,-0.286726
22,30,-0.293193
22,31,-0.25605
22,32,-0.207133
22,33,-0.1848
22,34,-0.180436
22,35,-0.165701
22,36,-0.125652
22,37,-0.155913
22,38,-0.184656
22,39,-0.209875
22,40,-0.158601
22,41,-0.199302
22,42,-0.267074
22,43,-0.283751
22,44,-0.295156
22,45,-0.282114
22,46,-0.281961
22,47,-0.239583
22,48,-0.198463
22,49,-0.149205
22,50,-0.126362
22,51,-0.130026
22,52,-0.0960959
22,53,-0.0476037
22,54,0.0740702
22,55,0.13054
22,56,0.0793677
22,57,0.0325805
22,58,0.0392358
22,59,0.0196194
22,60,0.046519
22,61,0.0922301
22,62,0.147609
22,63,0.149972
22,64,0.151776
22,65,0.171844
22,66,0.200706
22,67,0.200818
22,68,0.220304
22,69,0.274956
22,70,0.259316
22,71,0.228202
22,72,0.167656
22,73,0.121995
22,74,0.0294354
22,75,-0.00943745
22,76,-0.0345433
22,77,-0.0581074
22,78,-0.0858141
22,79,-0.14916
22,80,-0.176326
22,81,-0.153099
22,82,-0.1491
22,83,-0.174482
22,84,-0.207013
22,85,-0.171519
22,86,-0.138522
22,87,-0.185919
22,88,-0.238613
22,89,-0.248547
22,90,-0.200235
22,91,-0.143986
22,92,-0.119874
22,93,-0.132361
22,94,-0.0723098
22,95,0.026466
22,96,0.064787
22,97,0.121743
22,98,0.202266
22,99,0.218314
23,0,-0.0618522
23,1,-0.0365758
23,2,-0.0454733
23,3,-0.117636
23,4,-0.203044
23,5,-0.250233
23,6,-0.284186
23,7,-0.334646
23,8,-0.386757
23,9,-0.406954
23,10,-0.402072
23,11,-0.393693
23,12,-0.392219
23,13,-0.333012
23,14,-0.294006
23,15,-0.258906
23,16,-0.286496
23,17,-0.26331
23,18,-0.249663
23,19,-0.254156
23,20,-0.280283
23,21,-0.310281
23,22,-0.373773
23,23,-0.399845
23,24,-0.406719
23,25,-0.383928
23,26,-0.360827
23,27,-0.318161
23,28,-0.323084
23,29,-0.299924
23,30,-0.284464
23,31,-0.256164
23,32,-0.198692
23,33,-0.189876
23,34,-0.196796
23,35,-0.148144
23,36,-0.150059
23,37,-0.145904
23,38,-0.176097
23,39,-0.186659
23,40,-0.168583
23,41,-0.219562
23,42,-0.28586
23,43,-0.317092
23,44,-0.312882
23,45,-0.339791
23,46,-0.292611
23,47,-0.283306
23,48,-0.262513
23,49,-0.235589
23,50,-0.219785
23,51,-0.203359
23,52,-0.169987
23,53,-0.133663
23,54,-0.0463101
23,55,0.00904942
23,56,0.00152094
23,57,-0.019101
23,58,-0.017505
23,59,-0.0024982
23,60,0.00376941
23,61,0.0481358
23,62,0.0803854
23,63,0.118591
23,64,0.131336
23,65,0.147213
23,66,0.112167
23,67,0.118854
23,68,0.1937
23,69,0.212713
23,70,0.243861
23,71,0.224811
23,72,0.14737
23,73,0.0986187
23,74,0.0397239
23,75,-0.0292023
23,76,-0.0470703
23,77,-0.0694108
23,78,-0.125826
23,79,-0.159415
23,80,-0.186636
23,81,-0.153343
23,82,-0.162811
23,83,-0.219807
23,84,-0.233621
23,85,-0.211032
23,86,-0.18711
23,87,-0.225677
23,88,-0.226564
23,89,-0.254036
23,90,-0.232757
23,91,-0.163194
23,92,-0.15753
23,93,-0.122433
23,94,-0.0503126
23,95,0.072475
23,96,0.106536
23,97,0.153906
23,98,0.231278
23,99,0.24819
24,0,0.00670409
24,1,0.0208198
24,2,-0.0134851
24,3,-0.0968655
24,4,-0.213251
24,5,-0.265333
24,6,-0.27888
24,7,-0.363809
24,8,-0.419994
24,9,-0.404605
24,10,-0.393855
24,11,-0.386937
24,12,-0.377224
24,13,-0.345343
24,14,-0.297347
24,15,-0.277812
24,16,-0.300405
24,17,-0.264685
24,18,-0.277203
24,19,-0.295991
24,20,-0.337635
24,21,-0.36949
24,22,-0.404268
24,23,-0.400663
24,24,-0.425409
24,25,-0.4134
24,26,-0.34469
24,27,-0.281765
24,28,-0.299789
24,29,-0.296029
24,30,-0.256445
24,31,-0.228996
24,32,-0.204679
24,33,-0.209096
24,34,-0.218626
24,35,-0.202389
24,36,-0.188466
24,37,-0.186555
24,38,-0.18131
24,39,-0.203432
24,40,-0.192836
24,41,-0.233517
24,42,-0.304761
24,43,-0.344032
24,44,-0.345157
24,45,-0.357437
24,46,-0.329464
24,47,-0.344345
24,48,-0.31041
24,49,-0.339876
24,50,-0.335067
24,51,-0.309428
24,52,-0.270728
24,53,-0.236721
24,54,-0.187095
24,55,-0.115775
24,56,-0.0791166
24,57,-0.0558367
24,58,-0.0544891
24,59,-0.0289052
24,60,-0.00791449
24,61,-0.0134733
24,62,0.0123819
24,63,0.0464825
24,64,0.0724999
24,65,0.0837372
24,66,0.00885779
24,67,0.0188327
24,68,0.0956138
24,69,0.155942
24,70,0.183833
24,71,0.158614
24,72,0.0867528
24,73,0.0524969
24,74,0.0244882
24,75,0.0116116
24,76,-0.0436272
24,77,-0.0799384
24,78,-0.142877
24,79,-0.190913
24,80,-0.182466
24,81,-0.154675
24,82,-0.165041
24,83,-0.243526
24,84,-0.292008
24,85,-0.279798
24,86,-0.24878
24,87,-0.276474
24,88,-0.268578
24,89,-0.264172
24,90,-0.252739
24,91,-0.197375
24,92,-0.17519
24,93,-0.117953
24,94,-0.0479966
24,95,0.0749906
24,96,0.113955
24,97,0.114117
24,98,0.168669
24,99,0.199717
25,0,0.0322
25,1,0.00336228
25,2,-0.0309657
25,3,-0.100754
25,4,-0.199286
25,5,-0.243572
25,6,-0.316615
25,7,-0.418613
25,8,-0.435437
25,9,-0.417438
25,10,-0.388427
25,11,-0.370661
25,12,-0.363348
25,13,-0.344521
25,14,-0.324337
25,15,-0.272351
25,16,-0.274419
25,17,-0.290016
25,18,-0.281666
25,19,-0.290214
25,20,-0.374879
25,21,-0.375171
25,22,-0.428935
25,23,-0.407553
25,24,-0.401269
25,25,-0.386053
25,26,-0.334619
25,27,-0.270703
25,28,-0.289205
25,29,-0.27396
25,30,-0.212338
25,31,-0.218858
25,32,-0.201112
25,33,-0.231291
25,34,-0.245284
25,35,-0.220149
25,36,-0.200608
25,37,-0.217834
25,38,-0.194892
25,39,-0.21749
25,40,-0.285832
25,41,-0.289261
25,42,-0.340426
25,43,-0.366429
25,44,-0.389455
25,45,-0.384657
25,46,-0.350848
25,47,-0.354527
25,48,-0.364779
25,49,-0.412105
25,50,-0.407557
25,51,-0.391146
25,52,-0.361644
25,53,-0.318088
25,54,-0.242391
25,55,-0.170039
25,56,-0.158269
25,57,-0.136353
25,58,-0.0835311
25,59,-0.0123302
25,60,-0.00886276
25,61,-0.040957
25,62,-0.0290287
25,63,0.00442591
25,64,0.0113363
25,65,-0.00527303
25,66,-0.0341972
25,67,0.00690936
25,68,0.0279085
25,69,0.091601
25,70,0.166016
25,71,0.122085
25,72,0.0783878
25,73,0.0310875
25,74,0.03675
25,75,0.0550924
25,76,0.0103704
25,77,-0.0721931
25,78,-0.133183
25,79,-0.171766
25,80,-0.138431
25,81,-0.17108
25,82,-0.210795
25,83,-0.266536
25,84,-0.28808
25,85,-0.296501
25,86,-0.280656
25,87,-0.270569
25,88,-0.257974
25,89,-0.254703
25,90,-0.234943
25,91,-0.192608
25,92,-0.187085
25,93,-0.111218
25,94,-0.0469613
25,95,0.0177029
25,96,0.0835025
25,97,0.0999202
25,98,0.134585
25,99,0.157124
26,0,-0.00986199
26,1,-0.0197047
26,2,-0.0364873
26,3,-0.0811897
26,4,-0.178453
26,5,-0.223518
26,6,-0.28463
26,7,-0.359136
26,8,-0.400059
26,9,-0.418675
26,10,-0.441711
26,11,-0.388685
26,12,-0.339077
26,13,-0.336507
26,14,-0.287295
26,15,-0.261899
26,16,-0.254218
26,17,-0.266221
26,18,-0.280128
26,19,-0.323451
26,20,-0.357321
26,21,-0.349392
26,22,-0.366358
26,23,-0.36195
26,24,-0.35835
26,25,-0.343758
26,26,-0.304341
26,27,-0.290038
26,28,-0.294081
26,29,-0.265132
26,30,-0.256659
26,31,-0.24609
26,32,-0.253886
26,33,-0.240986
26,34,-0.25965
26,35,-0.296254
26,36,-0.30499
26,37,-0.253285
26,38,-0.240086
26,39,-0.249114
26,40,-0.283233
26,41,-0.281391
26,42,-0.334715
26,43,-0.370865
26,44,-0.397117
26,45,-0.358907
26,46,-0.339801
26,47,-0.364305
26,48,-0.396425
26,49,-0.440824
26,50,-0.422027
26,51,-0.443107
26,52,-0.429197
26,53,-0.374601
26,54,-0.306847
26,55,-0.226731
26,56,-0.19606
26,57,-0.190157
26,58,-0.120955
26,59,-0.0533897
26,60,-0.0231942
26,61,-0.0238529
26,62,-0.00896083
26,63,0.00193095
26,64,-0.00687013
26,65,-0.0198356
26,66,-0.0441559
26,67,-0.0192029
26,68,-0.00427298
26,69,0.064953
26,70,0.113351
26,71,0.0829007
26,72,0.0692989
26,73,0.0536603
26,74,0.0589327
26,75,0.0106149
26,76,-0.0179843
26,77,-0.0752956
26,78,-0.142864
26,79,-0.158209
26,80,-0.174727
26,81,-0.174936
26,82,-0.216193
26,83,-0.257772
26,84,-0.271029
26,85,-0.261722
26,86,-0.236678
26,87,-0.207195
26,88,-0.172993
26,89,-0.189841
26,90,-0.207856
26,91,-0.182743
26,92,-0.172803
26,93,-0.131325
26,94,-0.0621209
26,95,0.0201555
26,96,0.04016
26,97,0.0999249
26,98,0.159077
26,99,0.22879
27,0,-0.0182051
27,1,-0.0335164
27,2,-0.0454714
27,3,-0.0894917
27,4,-0.163425
27,5,-0.210703
27,6,-0.23465
27,7,-0.292125
27,8,-0.335443
27,9,-0.387803
27,10,-0.425892
27,11,-0.350476
27,12,-0.33721
27,13,-0.293592
27,14,-0.256407
27,15,-0.265299
27,16,-0.256511
27,17,-0.291999
27,18,-0.307753
27,19,-0.313891
27,20,-0.3368
27,21,-0.32815
27,22,-0.303016
27,23,-0.343732
27,24,-0.353021
27,25,-0.321939
27,26,-0.336128
27,27,-0.337823
27,28,-0.321121
27,29,-0.314689
27,30,-0.283262
27,31,-0.302539
27,32,-0.323983
27,33,-0.305149
27,34,-0.336236
27,35,-0.375602
27,36,-0.385667
27,37,-0.331019
27,38,-0.297412
27,39,-0.263764
27,40,-0.255373
27,41,-0.265198
27,42,-0.301934
27,43,-0.372067
27,44,-0.383401
27,45,-0.357802
27,46,-0.377768
27,47,-0.404623
27,48,-0.418989
27,49,-0.44206
27,50,-0.437754
27,51,-0.449014
27,52,-0.43934
27,53,-0.40247
27,54,-0.316999
27,55,-0.244611
27,56,-0.209192
27,57,-0.195221
27,58,-0.11028
27,59,-0.0447531
27,60,-0.00510674
27,61,-0.0264586
27,62,-0.0325322
27,63,0.00919141
27,64,0.0113868
27,65,0.00164152
27,66,-0.0205691
27,67,-0.00876456
27,68,-0.0248636
27,69,0.00929337
27,70,0.0364202
27,71,0.03359
27,72,0.0266469
27,73,0.0137296
27,74,0.00798381
